ID,Name,Keywords,,MasterID
397,IN_AutoMutualInfoStats_diff_20_gaussian_ami19,"information,correlation,AMI",,715
398,IN_AutoMutualInfoStats_diff_20_gaussian_ami20,"information,correlation,AMI",,715
399,IN_AutoMutualInfoStats_diff_20_gaussian_mami,"information,correlation,AMI",,715
400,IN_AutoMutualInfoStats_diff_20_gaussian_stdami,"information,correlation,AMI",,715
401,IN_AutoMutualInfoStats_diff_20_gaussian_pextrema,"information,correlation,AMI",,715
402,IN_AutoMutualInfoStats_diff_20_gaussian_fmmi,"information,correlation,AMI",,715
403,IN_AutoMutualInfoStats_diff_20_gaussian_pmaxima,"information,correlation,AMI",,715
404,IN_AutoMutualInfoStats_diff_20_gaussian_modeperiodmax,"information,correlation,AMI",,715
405,IN_AutoMutualInfoStats_diff_20_gaussian_pmodeperiodmax,"information,correlation,AMI",,715
406,IN_AutoMutualInfoStats_diff_20_gaussian_pminima,"information,correlation,AMI",,715
407,IN_AutoMutualInfoStats_diff_20_gaussian_modeperiodmin,"information,correlation,AMI",,715
408,IN_AutoMutualInfoStats_diff_20_gaussian_pmodeperiodmin,"information,correlation,AMI",,715
409,IN_AutoMutualInfoStats_diff_20_gaussian_pcrossmean,"information,correlation,AMI",,715
410,IN_AutoMutualInfoStats_diff_20_gaussian_pcrossmedian,"information,correlation,AMI",,715
411,IN_AutoMutualInfoStats_diff_20_gaussian_pcrossq10,"information,correlation,AMI",,715
412,IN_AutoMutualInfoStats_diff_20_gaussian_pcrossq90,"information,correlation,AMI",,715
413,IN_AutoMutualInfoStats_diff_20_gaussian_amiac1,"information,correlation,AMI",,715
414,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami1,"information,correlation,AMI",,716
415,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami2,"information,correlation,AMI",,716
416,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami3,"information,correlation,AMI",,716
417,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami4,"information,correlation,AMI",,716
418,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami5,"information,correlation,AMI",,716
419,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami6,"information,correlation,AMI",,716
420,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami7,"information,correlation,AMI",,716
421,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami8,"information,correlation,AMI",,716
422,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami9,"information,correlation,AMI",,716
423,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami10,"information,correlation,AMI",,716
424,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami11,"information,correlation,AMI",,716
