Rank,Name,Keywords,Corr,pvalue,Signedcorrvalue,ID
1,length,"misc,raw,lengthdep",1.000,0.0,1.000,1
2,SP_Summaries_welch_rect_mean,FourierSpectrum,0.997,0.0,0.997,4470
3,EN_Randomize_statdist_d1fexpc,"entropy,slow,lengthdep",0.987,0.0,-0.987,2874
4,EN_Randomize_dyndist_d1fexpa,"entropy,slow,lengthdep",0.986,0.0,0.986,2935
5,EN_Randomize_statdist_d1fexpa,"entropy,slow,lengthdep",0.986,0.0,0.986,2872
6,EN_Randomize_permute_d1fexpa,"entropy,slow,lengthdep",0.985,0.0,0.985,2998
7,EN_Randomize_permute_d1fexpc,"entropy,slow,lengthdep",0.984,0.0,-0.984,3000
8,EN_Randomize_dyndist_d1fexpc,"entropy,slow,lengthdep",0.984,0.0,-0.984,2937
9,SP_Summaries_pgram_hamm_maxWidth,FourierSpectrum,0.971,0.0,-0.971,4321
10,CO_AddNoise_ac_std1_10_ami_at_20,"correlation,AMI,entropy",0.970,0.0,-0.970,1251
11,CP_ML_StepDetect_l1pwc_02_E,"stepdetection,lengthdep",0.969,0.0,0.969,7622
12,WL_coeffs_db3_5_wb99m,"wavelet,lengthdep",0.968,0.0,-0.968,6531
13,EN_Randomize_statdist_d1fexprmse,"entropy,slow,lengthdep",0.960,0.0,-0.960,2876
14,SP_Summaries_welch_rect_maxWidth,FourierSpectrum,0.959,0.0,-0.959,4445
15,WL_coeffs_db3_4_wb99m,"wavelet,lengthdep",0.958,0.0,-0.958,6521
16,EN_Randomize_dyndist_d1fexprmse,"entropy,slow,lengthdep",0.958,0.0,-0.958,2939
17,EN_Randomize_permute_d1fexprmse,"entropy,slow,lengthdep",0.954,0.0,-0.954,3002
18,CO_AddNoise_ac_quantiles_10_ami_at_20,"correlation,AMI,entropy",0.953,0.0,-0.953,1175
19,CO_AddNoise_ac_std1_10_ami_at_15,"correlation,AMI,entropy",0.952,0.0,-0.952,1250
20,WL_coeffs_db3_3_wb99m,"wavelet,lengthdep",0.951,0.0,-0.951,6511
21,SP_Summaries_pgram_hamm_width_weighted_prom,FourierSpectrum,0.949,0.0,-0.949,4330
22,SP_Summaries_fft_width_weighted_prom,FourierSpectrum,0.948,0.0,-0.948,4578
23,SP_Summaries_welch_rect_width_weighted_prom,FourierSpectrum,0.948,0.0,-0.948,4454
24,SP_Summaries_fft_maxWidth,FourierSpectrum,0.944,0.0,-0.944,4569
25,SP_Summaries_pgram_hamm_meanPeakWidth_prom2,FourierSpectrum,0.944,0.0,-0.944,4329
26,SP_Summaries_fft_meanPeakWidth_prom2,FourierSpectrum,0.940,0.0,-0.940,4577
27,SP_Summaries_welch_rect_meanPeakWidth_prom2,FourierSpectrum,0.940,0.0,-0.940,4453
28,CO_Embed2_Shapes_tau_circle_1_mean,"correlation,embedding",0.938,0.0,0.938,2044
29,CO_Embed2_Shapes_tau_circle_1_max,"correlation,embedding",0.937,0.0,0.937,2041
30,CO_AddNoise_ac_even_10_ami_at_20,"correlation,AMI,entropy",0.930,0.0,-0.930,1213
31,SP_Summaries_pgram_hamm_numPeaks,FourierSpectrum,0.925,0.0,0.925,4322
32,WL_coeffs_db3_2_wb99m,"wavelet,lengthdep",0.923,0.0,-0.923,6501
33,SP_Summaries_fft_numPeaks,FourierSpectrum,0.923,0.0,0.923,4570
34,SP_Summaries_welch_rect_numPeaks,FourierSpectrum,0.923,0.0,0.923,4446
35,CO_Embed2_Shapes_tau_circle_1_median,"correlation,embedding",0.922,0.0,0.922,2043
36,CO_AddNoise_ac_quantiles_10_ami_at_15,"correlation,AMI,entropy",0.922,0.0,-0.922,1174
37,MF_arfit_1_8_sbc_aerr_min,"modelfit,arfit",0.906,0.0,-0.906,6620
38,WL_coeffs_db3_max_wb99m,"wavelet,lengthdep",0.899,0.0,-0.899,6541
39,SP_Summaries_pgram_hamm_linfitloglog_hf_sea1,FourierSpectrum,0.894,0.0,-0.894,4393
40,CO_AddNoise_ac_std1_10_ami_at_10,"correlation,AMI,entropy",0.891,0.0,-0.891,1249
41,SP_Summaries_pgram_hamm_linfitloglog_mf_sea1,FourierSpectrum,0.890,0.0,-0.890,4398
42,CO_AddNoise_1_std1_10_ami_at_20,"correlation,AMI,entropy",0.888,0.0,-0.888,1232
43,SP_Summaries_fft_linfitloglog_mf_sea1,FourierSpectrum,0.886,0.0,-0.886,4646
44,SP_Summaries_welch_rect_linfitloglog_mf_sea1,FourierSpectrum,0.886,0.0,-0.886,4522
45,EN_Randomize_statdist_statav5fexprmse,"entropy,slow,stationarity",0.884,0.0,-0.884,2913
46,CO_AddNoise_ac_even_10_ami_at_15,"correlation,AMI,entropy",0.884,0.0,-0.884,1212
47,CP_ML_StepDetect_l1pwc_005_E,stepdetection,0.881,0.0,0.881,7609
48,EN_Randomize_dyndist_statav5fexprmse,"entropy,slow,stationarity",0.879,6e-323,-0.879,2976
49,NL_TSTL_ReturnTime_005_1_005_n1_1_3_std,"nonlinear,tstool",0.877,3.7055e-320,-0.877,5611
50,SP_Summaries_fft_linfitloglog_hf_sea1,FourierSpectrum,0.877,3.397e-320,-0.877,4641
51,SP_Summaries_welch_rect_linfitloglog_hf_sea1,FourierSpectrum,0.877,2.012e-320,-0.877,4517
52,EN_Randomize_permute_statav5fexprmse,"entropy,slow,stationarity",0.877,1.984e-320,-0.877,3039
53,SP_Summaries_pgram_hamm_linfitsemilog_all_sea1,FourierSpectrum,0.876,3.689425e-318,-0.876,4403
54,SP_Summaries_fft_linfitloglog_lf_sea1,FourierSpectrum,0.869,5.093828405553048e-307,-0.869,4636
55,SP_Summaries_welch_rect_linfitloglog_lf_sea1,FourierSpectrum,0.869,5.093828405553048e-307,-0.869,4512
56,SP_Summaries_pgram_hamm_linfitloglog_lf_sea1,FourierSpectrum,0.867,1.8145017887724796e-304,-0.867,4388
57,SP_Summaries_pgram_hamm_linfitloglog_all_sea1,FourierSpectrum,0.867,8.541198466897331e-305,-0.867,4383
58,NW_VisibilityGraph_horiz_expnlogL,"network,visibilityGraph,lengthdep",0.867,9.994395032125307e-305,0.867,2081
59,NW_VisibilityGraph_norm_expnlogL,"network,visibilityGraph,lengthdep",0.866,1.5761553390225832e-302,0.866,2119
60,SP_Summaries_fft_linfitloglog_all_sea1,FourierSpectrum,0.865,4.257285007171636e-301,-0.865,4631
61,SP_Summaries_welch_rect_linfitloglog_all_sea1,FourierSpectrum,0.865,3.434981605459525e-301,-0.865,4507
62,NW_VisibilityGraph_norm_evnlogL,"network,visibilityGraph,lengthdep",0.864,1.2779747017889692e-299,0.864,2122
63,NW_VisibilityGraph_norm_gaussnlogL,"network,visibilityGraph,lengthdep",0.861,1.2679375051921792e-294,0.861,2118
64,SP_Summaries_fft_fpoly2_sse,FourierSpectrum,0.859,3.6783340563779413e-292,0.859,4615
65,SP_Summaries_welch_rect_fpoly2_sse,FourierSpectrum,0.859,2.843586840559008e-292,0.859,4491
66,NL_TSTL_LargestLyap_n1_01_001_3_1_4_pcross08max,"nonlinear,tstool",0.855,2.794286368010306e-285,-0.855,5554
67,EN_Randomize_permute_ac3fexprmse,"entropy,slow",0.855,5.428316863785087e-287,-0.855,3019
68,EN_Randomize_permute_ac2fexprmse,"entropy,slow",0.855,2.2342018366778597e-287,-0.855,3013
69,SP_Summaries_fft_linfitsemilog_all_sea1,FourierSpectrum,0.854,6.1287555055720115e-285,-0.854,4651
70,SP_Summaries_welch_rect_linfitsemilog_all_sea1,FourierSpectrum,0.854,5.0481188053844e-285,-0.854,4527
71,CO_Embed2_Shapes_tau_circle_1_mode,"correlation,embedding",0.853,2.0353505015582066e-283,0.853,2048
72,EN_Randomize_statdist_ac1fexprmse,"entropy,slow",0.852,2.2301209525978483e-282,-0.852,2881
73,EN_Randomize_statdist_ac2fexprmse,"entropy,slow",0.851,2.0065281353476482e-281,-0.851,2887
74,SP_Summaries_pgram_hamm_fpoly2_sse,FourierSpectrum,0.849,4.2818811646827335e-279,0.849,4367
75,EN_Randomize_statdist_ac3fexprmse,"entropy,slow",0.849,1.5848139322883653e-278,-0.849,2893
76,WL_coeffs_db3_1_wb99m,"wavelet,lengthdep",0.848,1.135828113557774e-277,-0.848,6491
77,EN_Randomize_statdist_ac4fexprmse,"entropy,slow",0.848,5.650129089642937e-277,-0.848,2899
78,EN_Randomize_dyndist_ac1fexprmse,"entropy,slow",0.847,1.7526999936114924e-275,-0.847,2944
79,CO_Embed2_Shapes_tau_circle_1_std,"correlation,embedding",0.846,6.989511431611801e-275,0.846,2042
80,EN_Randomize_dyndist_ac4fexprmse,"entropy,slow",0.845,5.941317371240104e-273,-0.845,2962
81,NW_VisibilityGraph_horiz_evnlogL,"network,visibilityGraph,lengthdep",0.844,4.272467294690628e-272,0.844,2084
82,NW_VisibilityGraph_horiz_gaussnlogL,"network,visibilityGraph,lengthdep",0.840,1.2213645305096318e-266,0.840,2080
83,EN_Randomize_dyndist_ac2fexprmse,"entropy,slow",0.839,1.0465159672448517e-265,-0.839,2950
84,EN_Randomize_dyndist_ac3fexprmse,"entropy,slow",0.838,6.077492896614442e-265,-0.838,2956
85,WL_cwt_db3_32_gam2,"wavelet,cwt",0.837,1.2238939993545977e-263,-0.837,6429
86,EN_Randomize_permute_ac1fexprmse,"entropy,slow",0.836,1.1475931405438366e-262,-0.836,3007
87,SP_Summaries_fft_fpolysat_a,FourierSpectrum,0.835,3.224981904065986e-261,0.835,4618
88,SP_Summaries_welch_rect_fpolysat_a,FourierSpectrum,0.835,3.0335997156347545e-261,0.835,4494
89,EN_Randomize_permute_ac4fexprmse,"entropy,slow",0.834,2.024389804513844e-260,-0.834,3025
90,NL_TSTL_ReturnTime_005_1_005_n1_1_3_max,"nonlinear,tstool",0.829,5.9095566452658934e-254,-0.829,5610
91,HT_DistributionTest_chi2ev10,"hypothesistest,distribution,raw",0.827,1.5664819084539446e-251,-0.827,971
92,WL_cwt_sym2_32_std_ssc,"wavelet,cwt",0.826,4.064539815678288e-251,-0.826,6462
93,EN_Randomize_statdist_xcn1fexprmse,"entropy,slow",0.826,1.9154906440101358e-250,-0.826,2863
94,EN_Randomize_permute_xcn1fexprmse,"entropy,slow",0.824,5.05473350022103e-248,-0.824,2989
95,NL_TSTL_ReturnTime_005_1_005_n1_1_3_hhist,"nonlinear,tstool",0.822,9.748877174327361e-246,0.822,5622
96,EN_Randomize_statdist_xc1fexprmse,"entropy,slow",0.822,1.1648637332587598e-246,-0.822,2869
97,EN_Randomize_permute_xc1fexprmse,"entropy,slow",0.821,7.883863280990324e-245,-0.821,2995
98,WL_cwt_db3_32_pover99,"wavelet,cwt",0.819,9.736801072139016e-243,-0.819,6423
99,SP_Summaries_pgram_hamm_fpolysat_a,FourierSpectrum,0.819,4.884624684011697e-243,0.819,4370
100,EN_Randomize_dyndist_xc1fexprmse,"entropy,slow",0.818,8.711419938481494e-242,-0.818,2932
101,SP_Summaries_fft_fpolysat_rmse,FourierSpectrum,0.816,8.028597378365e-240,0.816,4621
102,SP_Summaries_welch_rect_fpolysat_rmse,FourierSpectrum,0.816,5.050401775008881e-240,0.816,4497
103,MF_compare_GARCH_ar_1_3_1_3_maxAIC,model,0.814,2.561199293028204e-237,0.814,7482
104,MF_compare_GARCH_ar_1_3_1_3_maxBIC,model,0.814,2.5827487283267207e-237,0.814,7479
105,MF_compare_GARCH_ar_1_3_1_3_minLLF,model,0.814,2.3421513475186802e-237,-0.814,7475
106,MF_GARCHfit_ar_P1_Q1_LLF,model,0.814,9.507999600826467e-238,-0.814,7369
107,NL_TSTL_ReturnTime_005_1_005_n1_1_3_iqr,"nonlinear,tstool",0.813,2.92156441963702e-236,-0.813,5614
108,CO_AddNoise_1_quantiles_10_ami_at_20,"correlation,AMI,entropy",0.812,2.297645911727255e-235,-0.812,1156
109,MF_compare_GARCH_ar_1_3_1_3_meanAIC,model,0.809,2.6923015175232816e-232,0.809,7483
110,MF_compare_GARCH_ar_1_3_1_3_meanBIC,model,0.809,2.0625072731471934e-232,0.809,7480
111,MF_compare_GARCH_ar_1_3_1_3_meanLLF,model,0.809,2.687660176300528e-232,-0.809,7477
112,SP_Summaries_fft_mean,FourierSpectrum,0.809,3.9069055323048745e-232,0.809,4594
113,MF_GARCHfit_ar_P1_Q2_LLF,model,0.808,3.455496569417226e-231,-0.808,7426
114,WL_cwt_db3_32_std_ssc,"wavelet,cwt",0.808,9.914718615224707e-232,-0.808,6436
115,WL_cwt_sym2_32_pover99,"wavelet,cwt",0.807,3.231663289455752e-230,-0.807,6449
116,EN_Randomize_dyndist_xcn1fexprmse,"entropy,slow",0.807,1.5786489962055762e-230,-0.807,2926
117,CO_AddNoise_1_std1_10_ami_at_15,"correlation,AMI,entropy",0.807,3.3096488210949133e-230,-0.807,1231
118,CO_AddNoise_ac_quantiles_10_ami_at_10,"correlation,AMI,entropy",0.807,1.7124942932007715e-230,-0.807,1173
119,WL_coeffs_db3_5_wb90m,wavelet,0.806,1.7310561309220182e-229,-0.806,6532
120,ST_MomentCorr_002_02_median_iqr_sqrt_density,statistics,0.802,1.5482704459756162e-224,-0.802,7665
121,MF_compare_GARCH_ar_1_3_1_3_minAIC,model,0.802,5.428294871088061e-225,0.802,7481
122,MF_compare_GARCH_ar_1_3_1_3_minBIC,model,0.802,2.325112857457338e-225,0.802,7478
123,MF_compare_GARCH_ar_1_3_1_3_maxLLF,model,0.802,5.83981260467608e-225,-0.802,7476
124,CP_ML_StepDetect_l1pwc_10_E,stepdetection,0.795,4.6081935881205973e-219,0.795,7594
125,ST_MomentCorr_002_02_median_iqr_none_density,statistics,0.793,3.840438718341437e-217,-0.793,7649
126,CO_Embed2_Shapes_tau_circle_1_iqr,"correlation,embedding",0.789,1.1643570079412493e-213,0.789,2045
127,HT_DistributionTest_chi2ev25,"hypothesistest,distribution,raw",0.789,4.292881888652779e-213,-0.789,972
128,ST_MomentCorr_002_02_mean_std_sqrt_density,statistics,0.787,3.1807822213337947e-211,-0.787,7661
129,WL_cwt_sym2_32_gam2,"wavelet,cwt",0.785,4.510354897098268e-210,-0.785,6455
130,NL_TSTL_LargestLyap_n1_01_001_3_1_4_pcross09max,"nonlinear,tstool",0.785,2.1199670947035866e-208,-0.785,5553
131,SP_Summaries_pgram_hamm_fpolysat_rmse,FourierSpectrum,0.784,5.275133573439837e-209,0.784,4373
132,CO_Embed2_Shapes_tau_circle_01_hist_ent,"correlation,embedding",0.782,1.95183046215923e-207,-0.782,2035
133,CO_AddNoise_1_even_10_ami_at_20,"correlation,AMI,entropy",0.782,5.741657934625032e-207,-0.782,1194
134,NW_VisibilityGraph_horiz_dpowerk_rmse,"network,visibilityGraph",0.779,4.1444959401029425e-204,0.779,2076
135,WL_cwt_db3_32_pover95,"wavelet,cwt",0.776,3.8255375156072654e-202,-0.776,6425
136,WL_cwt_sym2_32_pover95,"wavelet,cwt",0.767,1.4366962576753675e-194,-0.767,6451
137,WL_coeffs_db3_4_wb90m,wavelet,0.765,3.084202217583093e-193,-0.765,6522
138,SP_Summaries_fft_fpoly2_rmse,FourierSpectrum,0.763,3.770998973782202e-191,0.763,4617
139,SP_Summaries_welch_rect_fpoly2_rmse,FourierSpectrum,0.763,1.9283210836032542e-191,0.763,4493
140,SC_FluctAnal_2_nothing_50_logi_se2,scaling,0.762,1.1257906250425372e-190,-0.762,3948
141,HT_DistributionTest_chi2ev50,"hypothesistest,distribution,raw",0.762,2.397594942525975e-190,-0.762,973
142,NL_TSTL_ReturnTime_5_1_40_n1_1_8_std,"nonlinear,tstool",0.758,2.597477188751638e-187,-0.758,5593
143,NW_VisibilityGraph_horiz_dexpk_rmse,"network,visibilityGraph",0.751,7.763279348936856e-182,0.751,2071
144,NL_TSTL_ReturnTime_5_1_40_n1_1_8_pg05,"nonlinear,tstool",0.749,7.343185210160156e-181,-0.749,5595
145,CO_AddNoise_ac_even_10_ami_at_10,"correlation,AMI,entropy",0.748,6.076126913862274e-180,-0.748,1211
146,ST_MomentCorr_002_02_median_iqr_abs_density,statistics,0.747,1.5510415366024425e-178,-0.747,7657
147,WL_cwt_sym2_32_pover80,"wavelet,cwt",0.746,3.7023427705910495e-178,-0.746,6453
148,WL_cwt_db3_32_pover90,"wavelet,cwt",0.746,1.3841214974067754e-178,-0.746,6426
149,WL_cwt_sym2_32_pover90,"wavelet,cwt",0.744,7.731700209954169e-177,-0.744,6452
150,WL_cwt_sym2_32_pover98,"wavelet,cwt",0.741,8.111264712749693e-175,-0.741,6450
151,SP_Summaries_pgram_hamm_fpoly2_rmse,FourierSpectrum,0.741,6.461962071635659e-175,0.741,4369
152,CO_Embed2_Shapes_tau_circle_01_max,"correlation,embedding",0.741,1.0559264523827844e-174,0.741,2027
153,WL_cwt_db3_32_pover98,"wavelet,cwt",0.738,2.1493649893132228e-172,-0.738,6424
154,TSTL_localdensity_5_40_ac_2_meanden,"nonlinear,tstool",0.737,7.965429308303891e-171,-0.737,5351
155,SP_Summaries_welch_rect_linfitsemilog_all_sigrat,FourierSpectrum,0.736,5.353332875018559e-168,-0.736,4525
156,CO_Embed2_Shapes_tau_circle_01_median,"correlation,embedding",0.735,7.96075662352293e-171,0.735,2029
157,SP_Summaries_fft_linfitsemilog_all_sigrat,FourierSpectrum,0.734,7.753799940028589e-167,-0.734,4649
158,ST_MomentCorr_002_02_mean_std_none_density,statistics,0.732,2.8368594675833112e-168,-0.732,7645
159,WL_cwt_db3_32_pover80,"wavelet,cwt",0.731,6.9507671817298235e-168,-0.731,6427
160,WL_coeffs_db3_3_wb90m,wavelet,0.724,4.9328643013161164e-163,-0.724,6512
161,CO_Embed2_Shapes_tau_circle_01_mean,"correlation,embedding",0.723,1.111028316730227e-162,0.723,2030
162,SD_TSTL_surrogates_mi_100_3_trev_stdsurr,"nonlinear,tstool,correlation,surrogate",0.720,1.4311593634783598e-160,-0.720,5707
163,CO_Embed2_Shapes_tau_circle_1_hist_ent,"correlation,embedding",0.719,7.172323554892435e-160,-0.719,2049
164,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_pcross08max,"nonlinear,tstool",0.715,4.5103456625698885e-156,-0.715,5526
165,DN_OutlierInclude_abs_001_stdrflrmse,"distribution,outliers",0.714,2.2036116459009862e-156,0.714,3308
166,SD_TSTL_surrogates_1_100_3_trev_stdsurr,"nonlinear,tstool,correlation,surrogate",0.709,2.987794248631304e-153,-0.709,5700
167,SY_VarRatioTest_24682468_00001111_minpValue,"vratiotest,pvalue",0.708,7.886399250895318e-153,-0.708,7515
168,CP_ML_StepDetect_l1pwc_02_minstepint,stepdetection,0.704,2.0551809739542985e-150,-0.704,7633
169,TSTL_localdensity_5_40_ac_2_medianden,"nonlinear,tstool",0.703,5.827424252796392e-149,-0.703,5352
170,PH_ForcePotential_sine_10_004_10_tau,dynamicalSystem,0.702,5.05288454172198e-149,0.702,1685
171,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_pcross09max,"nonlinear,tstool",0.700,1.2364066279562216e-146,-0.700,5525
172,CO_Embed2_Shapes_tau_circle_01_std,"correlation,embedding",0.698,9.675517706873793e-147,0.698,2028
173,SC_FluctAnal_2_nothing_50_logi_se1,scaling,0.696,6.468849152454877e-146,-0.696,3947
174,PH_ForcePotential_sine_1_1_1_tau,dynamicalSystem,0.695,5.4291782907961184e-145,0.695,1674
175,DN_OutlierInclude_abs_001_stdrfla,"distribution,outliers",0.693,3.3073637936027045e-144,0.693,3305
176,ST_MomentCorr_002_02_mean_std_abs_density,statistics,0.688,9.268951647719191e-141,-0.688,7653
177,DN_SimpleFit_exp1_resruns_hsqrt,"distribution,gof,exp1",0.688,4.325590744198554e-141,-0.688,3227
178,WL_cwt_db3_32_min_ssc,"wavelet,cwt",0.682,8.44699379036125e-138,-0.682,6433
179,WL_cwt_sym2_32_min_ssc,"wavelet,cwt",0.678,1.3044541066811313e-135,-0.678,6459
180,NL_TSTL_dimensions_50_ac_fnnmar_bc_minmmax,"nonlinear,tstool,scaling,dimension",0.678,8.116909880401119e-132,-0.678,5170
181,DN_SimpleFit_gauss2_rmse_hsqrt,"distribution,gof,gauss2",0.678,9.04624511237332e-135,0.678,3214
182,HT_DistributionTest_ks_ev,"hypothesistest,distribution,ks,raw",0.678,1.0232106441695764e-135,-0.678,1011
183,DN_OutlierInclude_n_001_stdrflrmse,"distribution,outliers",0.674,1.2314509453550108e-133,0.674,3369
184,CO_Embed2_Shapes_tau_circle_01_iqr,"correlation,embedding",0.672,3.5458452545042686e-132,0.672,2031
185,HT_DistributionTest_chi2norm25,"hypothesistest,distribution,raw",0.672,9.869872842212883e-132,-0.672,967
186,CP_ML_StepDetect_l1pwc_10_minstepint,stepdetection,0.671,6.796288443742695e-132,-0.671,7607
187,HT_DistributionTest_chi2norm50,"hypothesistest,distribution,raw",0.669,9.749465787898194e-131,-0.669,968
188,HT_DistributionTest_chi2norm10,"hypothesistest,distribution,raw",0.667,1.7383651583966018e-124,-0.667,966
189,TSTL_localdensity_5_40_ac_2_iqrden,"nonlinear,tstool",0.665,8.859119887286697e-128,-0.665,5348
190,DN_OutlierInclude_p_001_stdrflrmse,"distribution,outliers",0.664,3.0115868781602435e-128,0.664,3339
191,CO_AddNoise_ac_std1_10_ami_at_5,"correlation,AMI,entropy",0.661,1.1377572683487426e-126,-0.661,1248
192,WL_coeffs_db3_5_wb75m,wavelet,0.655,1.6516681332697963e-123,-0.655,6533
193,WL_coeffs_db3_2_wb90m,wavelet,0.655,1.3385694497793896e-123,-0.655,6502
194,CO_Embed2_Shapes_tau_circle_01_mode_val,"correlation,embedding",0.655,1.8353475118102677e-123,-0.655,2033
195,SY_VarRatioTest_2_1_pValue,"vratiotest,pvalue",0.653,2.085203061318044e-122,-0.653,7507
196,CP_ML_StepDetect_l1pwc_005_rmsoffpstep,stepdetection,0.652,3.2773663022521723e-122,-0.652,7612
197,CO_AddNoise_1_quantiles_10_pdec,"correlation,AMI,entropy",0.652,3.62348356788312e-122,0.652,1146
198,DN_OutlierInclude_p_001_stdrfla,"distribution,outliers",0.648,5.219453521930195e-120,0.648,3336
199,MF_StateSpace_n4sid_3_05_1_x0mod,model,0.647,6.747145170151703e-120,-0.647,7164
200,SY_VarRatioTest_4_1_pValue,"vratiotest,pvalue",0.643,1.5797193307921018e-117,-0.643,7511
201,PH_Walker_momentum_5_res_runstest,trend,0.643,1.3486095269294241e-117,-0.643,2735
202,FC_LocalSimple_lfit5_swm,forecasting,0.641,9.497623987122786e-117,-0.641,3182
203,NL_TSTL_ReturnTime_5_1_40_n1_1_8_iqr,"nonlinear,tstool",0.639,8.326211708914347e-116,-0.639,5596
204,CO_AddNoise_1_std1_10_fitexpr2,"correlation,AMI,entropy",0.639,6.902960195665405e-116,0.639,1235
205,MF_GP_FitAcross_covSEiso_covNoise_20_logh1,"model,GaussianProcess",0.636,2.0400234319701414e-114,0.636,6413
206,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitmmax,"nonlinear,tstool,scaling,dimension",0.633,8.603665705692948e-110,0.633,5176
207,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_minlnCr,"nonlinear,correlation,tstool,stochastic",0.633,1.3283082486918343e-108,-0.633,5123
208,DN_SimpleFit_exp1_rmse_hsqrt,"distribution,gof,exp1",0.633,4.79451811142754e-113,0.633,3224
209,DN_OutlierInclude_n_001_stdrfla,"distribution,outliers",0.632,1.021756618289637e-112,0.632,3366
210,CO_AddNoise_ac_std1_10_fitexprmse,"correlation,AMI,entropy",0.632,1.0401039182717461e-112,-0.632,1255
211,SY_SlidingWindow_sampen_sampen10_10,stationarity,0.631,2.767956979381287e-112,-0.631,641
212,NL_TSTL_dimensions_50_ac_fnnmar_bc_mindiff,"nonlinear,tstool,scaling,dimension",0.630,1.1580554830386521e-108,-0.630,5171
213,FC_LocalSimple_lfit4_swm,forecasting,0.627,2.6729569087434914e-110,-0.627,3172
214,MF_GP_FitAcross_covSEiso_covNoise_20_stdS,"model,GaussianProcess",0.626,9.608503317389064e-110,-0.626,6411
215,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar_minlnCr,"nonlinear,correlation,tstool,stochastic",0.625,2.257838523546392e-105,-0.625,5109
216,PH_ForcePotential_sine_1_1_1_ac50,dynamicalSystem,0.625,2.2505886080009717e-109,0.625,1673
217,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitmeansqdev2,"nonlinear,tstool,scaling,dimension",0.619,5.5690608407546204e-104,-0.619,5182
218,SD_TSTL_surrogates_1_100_1_trev_stdsurr,"nonlinear,tstool,correlation,surrogate",0.618,3.514098782409028e-106,-0.618,5672
219,SP_Summaries_welch_rect_logstd,FourierSpectrum,0.618,2.2682360023173477e-104,-0.618,4469
220,SP_Summaries_fft_tau,FourierSpectrum,0.616,1.3317365380944226e-105,0.616,4601
221,SP_Summaries_welch_rect_tau,FourierSpectrum,0.616,1.8220938717034012e-105,0.616,4477
222,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_rangelnCr,"nonlinear,correlation,tstool,stochastic",0.615,1.340578595646728e-100,0.615,5125
223,PH_Walker_prop_05_res_runstest,trend,0.614,1.5477842351713853e-104,-0.614,2615
224,WL_coeffs_db3_1_wb90m,wavelet,0.612,9.433212674711894e-104,-0.612,6492
225,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar_rangelnCr,"nonlinear,correlation,tstool,stochastic",0.612,5.993170000034043e-100,0.612,5111
226,SP_Summaries_fft_logstd,FourierSpectrum,0.612,5.6661316704118485e-102,-0.612,4593
227,SC_FluctAnal_2_nothing_50_logi_logtausplit,scaling,0.611,3.2028822204979594e-103,0.611,3951
228,DN_SimpleFit_gauss2_resruns_hsqrt,"distribution,gof,gauss2",0.611,7.479665729056592e-103,-0.611,3217
229,CO_AddNoise_1_quantiles_10_fitexpr2,"correlation,AMI,entropy",0.610,6.951460413422086e-103,0.610,1159
230,NL_TSTL_dimensions_50_ac_fnnmar_bc_minm3,"nonlinear,tstool,scaling,dimension",0.609,9.3595111621044e-100,-0.609,5169
231,EN_Randomize_dyndist_ac1fexpr2,"entropy,slow",0.609,1.1453917151269762e-102,0.609,2943
232,FC_LocalSimple_lfit3_swm,forecasting,0.607,1.5274536989535958e-101,-0.607,3162
233,TSTL_localdensity_5_40_ac_2_minden,"nonlinear,tstool",0.606,2.1308180912478142e-100,-0.606,5346
234,EN_Randomize_statdist_ac1fexpr2,"entropy,slow",0.606,2.2754706699635375e-101,0.606,2880
235,TSTL_localdensity_5_40_1_3_meanden,"nonlinear,tstool",0.604,1.1998211022622925e-99,-0.604,5365
236,EN_Randomize_permute_ac1fexpr2,"entropy,slow",0.604,2.6657651432705016e-100,0.604,3006
237,CO_StickAngles_y_statav5_n_m,"correlation,stationarity",0.604,2.884437782895193e-100,-0.604,1937
238,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m2_minbad,"nonlinear,tstool,scaling,dimension",0.603,1.96856007741549e-97,-0.603,5216
239,CO_AddNoise_1_quantiles_10_ami_at_15,"correlation,AMI,entropy",0.603,3.186900028339325e-100,-0.603,1155
240,SP_Summaries_fft_fpoly2csS_p2,FourierSpectrum,0.602,8.877398256101331e-100,0.602,4613
241,SP_Summaries_welch_rect_fpoly2csS_p2,FourierSpectrum,0.602,9.25296319749874e-100,0.602,4489
242,EN_Randomize_permute_swss5_1fexprmse,"entropy,slow,stationarity",0.602,1.732516044732983e-99,-0.602,3046
243,PH_Walker_biasprop_01_05_res_runstest,trend,0.602,1.1738588299737175e-99,-0.602,2695
244,CO_AddNoise_1_even_10_pdec,"correlation,AMI,entropy",0.602,1.1009243634565606e-99,0.602,1184
245,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitm3,"nonlinear,tstool,scaling,dimension",0.599,1.1936209088166213e-95,0.599,5175
