Rank,Name,Keywords,Corr,pvalue,Signedcorrvalue,ID
4376,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_mopt_logrmax,"nonlinear,tstool,scaling,dimension",0.114,0.0003575790431243164,0.114,5236
4377,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_resac1,scaling,0.114,0.0004088755929875639,0.114,4303
4378,SB_MotifThree_diffquant_cacc,"symbolic,motifs",0.114,0.00030193693309598843,-0.114,3875
4379,FC_Surprise_T2_100_4_udq_500_median,"information,symbolic",0.114,0.00029970724892213954,0.114,2487
4380,FC_Surprise_dist_50_3_q_500_tstat,"information,symbolic",0.114,0.0003203800807369286,-0.114,2315
4381,DN_RemovePoints_absfar_01_saturate_ac2rat,"correlation,outliers",0.114,0.0003171085202688132,-0.114,1756
4382,PH_ForcePotential_dblwell_3_001_01_pcrossdown,dynamicalSystem,0.114,0.0003149622888729217,0.114,1648
4383,SB_TransitionpAlphabet_40_1_maxdiagfexp_r2,"symbolic,transitionmat",0.114,0.000307094981770093,-0.114,1455
4384,CO_AddNoise_ac_gaussian_pdec,"correlation,AMI,entropy",0.114,0.00028733713701628295,0.114,1278
4385,MS_shannon_2_1t10_stdent,"entropy,mex",0.113,0.0003624787805826238,0.113,6760
4386,WL_dwtcoeff_sym2_5_stdd_l3,"wavelet,dwt",0.113,0.00032650047227091966,-0.113,6581
4387,WL_cwt_db3_32_medianabsC,"wavelet,cwt",0.113,0.00034864744699228054,-0.113,6419
4388,PP_Compare_medianf10_kscn_olapint,"preprocessing,raw",0.113,0.00035631571856225457,-0.113,6076
4389,PP_Compare_medianf10_statav6,"preprocessing,raw,stationarity",0.113,0.00035174245428977273,-0.113,6055
4390,PP_Compare_spline64_swss10_1,"preprocessing,raw,stationarity",0.113,0.000343700254621821,-0.113,5911
4391,PP_Compare_poly1_swss10_1,"preprocessing,raw,stationarity",0.113,0.00034937073147206515,-0.113,5725
4392,NL_TSTL_PoincareSection_max_1_maxpbox10,"nonlinear,tstool",0.113,0.0003348974543196267,0.113,5506
4393,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m3_logrmax,"nonlinear,tstool,scaling,dimension",0.113,0.00039425748986128995,-0.113,5227
4394,SP_Summaries_welch_rect_peakPower_prom2,FourierSpectrum,0.113,0.0003573609416463895,-0.113,4457
4395,SP_Summaries_pgram_hamm_wmax_5,FourierSpectrum,0.113,0.0003465044952763349,-0.113,4354
4396,SC_FluctAnal_2_std_50_logi_linfitint,scaling,0.113,0.0003392972794803769,0.113,4017
4397,SB_MotifThree_diffquant_bba,"symbolic,motifs",0.113,0.00034054242047336527,-0.113,3797
4398,SB_MotifThree_quantile_bacc,"symbolic,motifs",0.113,0.00032281946523090796,-0.113,3728
4399,SB_MotifThree_quantile_accc,"symbolic,motifs",0.113,0.0003349184039957801,-0.113,3719
4400,ST_LocalExtrema_l100_medianrat,"distribution,stationarity",0.113,0.0003398788895128605,-0.113,3393
4401,EN_Randomize_statdist_swss5_1fexpa,"entropy,slow,stationarity",0.113,0.0003388435196974622,0.113,2916
4402,FC_Surprise_dist_100_5_q_500_tstat,"information,symbolic",0.113,0.00032421180684794087,0.113,2331
4403,SY_SpreadRandomLocal_ac2_100_stdskew,stationarity,0.113,0.00035135988296379505,0.113,2149
4404,CO_StickAngles_y_kurtosis_all,correlation,0.113,0.00034274123898227064,0.113,1967
4405,CO_StickAngles_y_q1_all,correlation,0.113,0.0003272263908407478,-0.113,1958
4406,EN_DistributionEntropy_hist_auto_03,entropy,0.113,0.00032851258095749456,0.113,911
4407,SY_LocalGlobal_std_l500,"stationarity,distribution",0.113,0.0003263311745064167,-0.113,778
4408,CO_CompareMinAMI_even_2_80_range,"correlation,AMI",0.113,0.00035039092510395016,0.113,473
4409,AC_28,correlation,0.113,0.0003271903040033988,0.113,120
4410,CP_l1pwc_sweep_lambda_0_005_095_rmserrsu02,stepdetection,0.112,0.0003796942165664409,-0.112,7636
4411,MF_armax_3_1_05_1_p4_5,model,0.112,0.00037223825298010485,-0.112,7242
4412,MF_steps_ahead_ss_best_6_ac1_1,"model,prediction",0.112,0.0003922509649816308,0.112,6885
4413,WL_dwtcoeff_sym2_5_maxd_l1,"wavelet,dwt",0.112,0.00039180672273929324,-0.112,6571
4414,PP_Iterate_diff_swms5_2_trend,"preprocessing,raw,stationarity",0.112,0.00037614481595886576,-0.112,6273
4415,PP_Compare_resample_1_2_swss2_1,"preprocessing,raw,stationarity",0.112,0.0004058710936135623,-0.112,6217
4416,NL_TSTL_PoincareSection_max_ac_stdx,"nonlinear,tstool",0.112,0.00044278938474681266,0.112,5425
4417,NL_TSTL_PoincareSection_max_mi_boxarea,"nonlinear,tstool",0.112,0.00040145549033206607,0.112,5391
4418,NL_TSTL_FractalDimensions_2_10_n1_1_5_10_32_1_5_meanDq,"nonlinear,tstool,dimension,correlation",0.112,0.00039818717631055756,-0.112,5325
4419,SC_FluctAnal_2_rsrangefit_50_1_logi_r2_ssr,scaling,0.112,0.000508137017797166,0.112,4110
4420,SB_MotifThree_quantile_caaa,"symbolic,motifs",0.112,0.00040201677440268596,-0.112,3747
4421,EN_Randomize_dyndist_sampen2_015fexpc,"entropy,slow",0.112,0.00038566981115281825,0.112,2967
4422,PH_Walker_momentum_2_w_std,trend,0.112,0.0003771680517118281,0.112,2700
4423,FC_Surprise_dist_5_1_m2quad_500_min,"information,symbolic",0.112,0.0004244846711162799,-0.112,2500
4424,FC_Surprise_T1_100_4_q_500_uq,"information,symbolic",0.112,0.00036925537094791163,-0.112,2353
4425,FC_Surprise_dist_50_3_q_500_mean,"information,symbolic",0.112,0.000391690220846973,0.112,2310
4426,FC_Surprise_dist_5_2_q_500_median,"information,symbolic",0.112,0.00039081796845830103,-0.112,2295
4427,SY_RangeEvolve_p20,stationarity,0.112,0.00039185185483957334,0.112,2286
4428,CO_Embed2_tau_stdb1,"correlation,embedding,stationarity",0.112,0.000371980232277857,-0.112,1975
4429,DN_RemovePoints_min_08_saturate_sumabsacfdiff,"correlation,outliers",0.112,0.00038121805119722095,-0.112,1810
4430,DN_RemovePoints_absfar_01_saturate_ac1rat,"correlation,outliers",0.112,0.00041048656909943186,-0.112,1754
4431,CO_AutoCorrShape_drown_nminima,correlation,0.112,0.00037010330139125705,0.112,1516
4432,SB_TransitionpAlphabet_40_1_trfexp_a,"symbolic,transitionmat",0.112,0.00037506234636544355,0.112,1457
4433,IN_AutoMutualInfoStats_diff_20_gaussian_ami7,"information,correlation,AMI",0.112,0.00037042021798897815,0.112,385
4434,SY_PPtest_0_5_ar_t1_stdpValue,unitroot,0.111,0.0004337808322161002,0.111,7527
4435,SY_VarRatioTest_2_0_stat,vratiotest,0.111,0.00042752919459180134,0.111,7506
4436,MF_CompareTestSets_y_ss_2_uniform_25_01_1_ac1s_mean,"model,prediction,stationarity",0.111,0.00041366695255769877,0.111,7058
4437,MF_CompareTestSets_y_ss_best_uniform_25_01_1_ac1s_mean,"model,prediction,stationarity",0.111,0.00045666360157359096,0.111,7038
4438,PP_Compare_rav2_swss5_1,"preprocessing,raw,stationarity",0.111,0.0004223714376392705,-0.111,6095
4439,PP_Compare_spline64_gauss1_kd_resAC2,"preprocessing,raw",0.111,0.00043891334645681357,0.111,5916
4440,PP_Compare_spline64_statav6,"preprocessing,raw,stationarity",0.111,0.00041902266814237553,0.111,5900
4441,PP_Compare_spline44_statav8,"preprocessing,raw,stationarity",0.111,0.0004166130179199355,0.111,5870
4442,PP_Compare_spline44_statav4,"preprocessing,raw,stationarity",0.111,0.00041977273031895023,0.111,5868
4443,NL_TSTL_PoincareSection_max_ac_ac2x,"nonlinear,tstool",0.111,0.00047091860132476436,0.111,5429
4444,NL_TISEAN_c1_1_1_7_002_05_bestscrd,"nonlinear,tisean,dimension,entropy",0.111,0.00044912560967080416,-0.111,5002
4445,SP_Summaries_fft_peakPower_prom2,FourierSpectrum,0.111,0.0004131783286918115,-0.111,4581
4446,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_linfitint,scaling,0.111,0.0006072100876153914,0.111,4298
4447,ST_LocalExtrema_l100_meanrat,"distribution,stationarity",0.111,0.00044878832756836077,-0.111,3392
4448,EN_mse_1-10_2_015_diff1_minScale,"entropy,sampen,controlen,mse",0.111,0.0004427796506059466,-0.111,2837
4449,DN_RemovePoints_absfar_01_saturate_ac2diff,"correlation,outliers",0.111,0.00046184385965044277,-0.111,1757
4450,CO_AddNoise_1_even_10_ac2,"correlation,AMI,entropy",0.111,0.0004421044750362622,0.111,1187
4451,EN_DistributionEntropy_hist_fd_0,entropy,0.111,0.0004417249947708004,-0.111,898
4452,SY_LocalGlobal_skewness_unicg100,"stationarity,distribution",0.111,0.00044866579433656316,0.111,828
4453,PP_Compare_medianf3_swss2_2,"preprocessing,raw,stationarity",0.110,0.0005001931012955298,-0.110,6001
4454,NL_TSTL_FractalDimensions_2_100_02_1_5_10_32_1_5_meanq,"nonlinear,tstool,dimension,correlation,stochastic",0.110,0.00046846835596507506,-0.110,5319
4455,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfitresmeansq,"nonlinear,correlation,tstool,stochastic",0.110,0.0006232466926117889,0.110,5120
4456,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfit_sea2,"nonlinear,correlation,tstool,stochastic",0.110,0.0006758180170692728,-0.110,5118
4457,PH_Walker_momentum_5_w_std,trend,0.110,0.0004995120280794891,0.110,2720
4458,FC_Surprise_dist_20_tau_m2quad_500_tstat,"information,symbolic",0.110,0.0005197905510191779,0.110,2531
4459,FC_Surprise_T2_100_4_q_500_median,"information,symbolic",0.110,0.00046943947347794,0.110,2383
4460,FC_Surprise_T1_100_5_q_500_uq,"information,symbolic",0.110,0.00047791732924194356,-0.110,2361
4461,NW_VisibilityGraph_norm_olu90,"network,visibilityGraph",0.110,0.0005035261591808741,-0.110,2102
4462,DN_RemovePoints_absfar_01_saturate_ac3diff,"correlation,outliers",0.110,0.0004738915789938223,-0.110,1759
4463,CO_tc3_ac_denom,"correlation,nonlinear",0.110,0.0005014007467635729,-0.110,1115
4464,CO_HistogramAMI_even_5_4,"information,correlation,AMI",0.110,0.00047728690950109894,0.110,247
4465,CO_HistogramAMI_std1_5_5,"information,correlation,AMI",0.110,0.0004795599833538671,0.110,218
4466,miminmum,distribution,0.110,0.0005008532900084425,-0.110,15
4467,PP_Compare_spline44_swms5_2,"preprocessing,raw,stationarity",0.109,0.00056433188197584,0.109,5874
4468,NL_TSTL_PoincareSection_max_mi_ac2y,"nonlinear,tstool",0.109,0.0006182597800528457,0.109,5389
4469,NL_TSTL_PoincareSection_max_mi_maxx,"nonlinear,tstool",0.109,0.0005657597707488717,0.109,5375
4470,NL_TISEAN_c1_1_1_7_002_05_maxmd,"nonlinear,tisean,dimension,entropy",0.109,0.0006063416702041914,-0.109,5000
4471,SB_MotifThree_quantile_ccca,"symbolic,motifs",0.109,0.0005480201942326927,-0.109,3771
4472,FC_Surprise_dist_10_tau_m2quad_500_uq,"information,symbolic",0.109,0.0005307712884973755,-0.109,2521
4473,FC_Surprise_T2_20_2_q_500_min,"information,symbolic",0.109,0.0005318957055547019,-0.109,2364
4474,CO_StickAngles_y_q90_p,correlation,0.109,0.0005521655983392428,-0.109,1952
4475,DN_RemovePoints_min_01_saturate_ac2diff,"correlation,outliers",0.109,0.0005234031147805426,-0.109,1783
4476,CO_tc3_ac_absnum,"correlation,nonlinear",0.109,0.0005307269079063156,-0.109,1114
4477,IN_AutoMutualInfoStats_40_gaussian_ami6,"information,correlation,AMI",0.109,0.000546821149263134,0.109,274
4478,MF_CompareAR_1_10_all_maxdiff,model,0.108,0.0006245199406762894,-0.108,7202
4479,MF_CompareAR_1_10_all_stddiff,model,0.108,0.0006189408145409039,-0.108,7201
4480,PP_Compare_resample_1_2_kscn_olapint,"preprocessing,raw",0.108,0.0006113974079190545,0.108,6231
4481,PP_Compare_spline24_olbt_s5,"preprocessing,raw",0.108,0.0005978704807249806,0.108,5866
4482,PP_Compare_sin1_statav10,"preprocessing,raw,stationarity",0.108,0.0006175964283627438,0.108,5778
4483,SB_MotifThree_diffquant_caac,"symbolic,motifs",0.108,0.0006549167622460575,-0.108,3869
4484,SB_BinaryStats_diff_pupstat2,"distribution,stationarity",0.108,0.0005917861907132561,-0.108,3524
4485,FC_Surprise_dist_50_3_q_500_uq,"information,symbolic",0.108,0.0006016241104587148,0.108,2313
4486,FC_Surprise_dist_5_2_q_500_mean,"information,symbolic",0.108,0.0006568024364425449,-0.108,2294
4487,CO_StickAngles_y_q99_n,correlation,0.108,0.0006505936148517782,0.108,1957
4488,CO_TranslateShape_circle_35_pts_mode,correlation,0.108,0.0006316950771393921,-0.108,1873
4489,DN_RemovePoints_absfar_01_remove_ac2diff,"correlation,outliers",0.108,0.0006074584525292685,-0.108,1731
4490,CO_AddNoise_1_kraskov1_4_firstUnder25,"correlation,AMI,entropy",0.108,0.0006455512505109601,-0.108,1303
4491,NL_DVV_3_100_2_50_10_default_numZeroCrossings,delayVectorVariance,0.108,0.000641608967558087,-0.108,1039
4492,DN_FitKernelSmooth_area_03,"distribution,ksdensity,raw,spreaddep",0.108,0.0006555821093143983,-0.108,947
4493,SY_LocalGlobal_AC1_l50,stationarity,0.108,0.000631754594683295,-0.108,846
4494,CO_HistogramAMI_quantiles_2_5,"information,correlation,AMI",0.108,0.0006468341390782605,0.108,258
4495,AC_30,correlation,0.108,0.0006526459299087741,0.108,122
4496,MF_armax_2_2_05_1_p4_5,model,0.107,0.0007078051370706675,-0.107,7308
4497,PP_Iterate_diff_statav5_lin,"preprocessing,raw,stationarity",0.107,0.0006954768508318855,-0.107,6272
4498,PP_Compare_spline64_statav8,"preprocessing,raw,stationarity",0.107,0.0006801773688327697,0.107,5901
4499,PP_Compare_spline24_statav8,"preprocessing,raw,stationarity",0.107,0.0007344568659471186,0.107,5839
4500,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfit_sea1,"nonlinear,correlation,tstool,stochastic",0.107,0.000937122949523121,0.107,5117
4501,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar_robfit_s,"nonlinear,correlation,tstool,stochastic",0.107,0.0008752361700889281,0.107,5102
4502,NL_crptool_fnn_10_2_mi_firstunder005,"nonlinear,dimension,crptool",0.107,0.00069681533090331,-0.107,4701
4503,SC_FluctAnal_2_dfa_50_1_3_logi_se1,scaling,0.107,0.000699194685824519,-0.107,4235
4504,SC_FluctAnal_2_rsrange_50_logi_r2_ssr,scaling,0.107,0.0008350961008086522,0.107,4086
4505,MF_AR_arcov_5_a4,"model,fit",0.107,0.0006834626301134796,-0.107,3925
4506,EN_Randomize_statdist_ac4diff,"entropy,slow",0.107,0.0006784881503765363,-0.107,2900
4507,DN_RemovePoints_min_05_saturate_ac3diff,"correlation,outliers",0.107,0.000721913961936799,-0.107,1797
4508,CO_Embed2_Basic_tau_updiag01,correlation,0.107,0.0007022100575557968,0.107,1567
4509,CO_AddNoise_1_even_10_fitlinb,"correlation,AMI,entropy",0.107,0.0006987535215309137,0.107,1200
4510,CO_HistogramAMI_quantiles_10_4,"information,correlation,AMI",0.107,0.0007336775036748119,0.107,267
4511,MF_GARCHfit_ar_P1_Q1_stde_normksstat,model,0.106,0.0007556300623852386,0.106,7414
4512,PP_Compare_rav3_swss2_1,"preprocessing,raw,stationarity",0.106,0.0007761547261862533,-0.106,6124
4513,SD_TSTL_surrogates_mi_100_2_trev_kspminfromext,"nonlinear,tstool,correlation,surrogate",0.106,0.0007580520945130757,-0.106,5695
4514,SD_TSTL_surrogates_1_100_2_trev_ksiqrsfrommode,"nonlinear,tstool,correlation,surrogate",0.106,0.0007492608587495002,0.106,5690
4515,SD_TSTL_surrogates_1_100_1_trev_kspminfromext,"nonlinear,tstool,correlation,surrogate",0.106,0.0007702411638588712,-0.106,5674
4516,SC_FluctAnal_2_dfa_50_1_logi_r2_ssr,scaling,0.106,0.0009868922673097159,0.106,4158
4517,SC_FluctAnal_2_rsrangefit_50_1_logi_r2_alpha,scaling,0.106,0.0009168656533219828,-0.106,4107
4518,SC_FluctAnal_2_rsrange_50_logi_r2_alpha,scaling,0.106,0.0009701988621719065,-0.106,4083
4519,FC_Surprise_T1_100_5_udq_500_uq,"information,symbolic",0.106,0.0007455061437921662,-0.106,2465
4520,FC_Surprise_T2_100_4_q_500_std,"information,symbolic",0.106,0.0008142696323412554,-0.106,2386
4521,CO_Embed2_Basic_tau_ring1_05,correlation,0.106,0.0007596986905608261,-0.106,1587
4522,SB_TransitionpAlphabet_20_ac_trcov_jump,"symbolic,transitionmat",0.106,0.0007867147927583619,0.106,1498
4523,EN_DistributionEntropy_hist_auto_02,entropy,0.106,0.0007537662853629361,0.106,910
4524,SY_LocalGlobal_AC1_l100,stationarity,0.106,0.0008121763086918022,-0.106,847
4525,StatAvl100,"stationarity,StatAv",0.106,0.0007671807119715105,0.106,548
4526,MF_steps_ahead_ar_2_6_stddiffrms,"model,prediction",0.105,0.0008836453560241053,-0.105,6858
4527,PP_Compare_diff1_statav4,"preprocessing,raw,stationarity",0.105,0.0008517793224850816,-0.105,5930
4528,PP_Compare_spline24_gauss1_kd_resAC1,"preprocessing,raw",0.105,0.0009385750658882817,0.105,5853
4529,NL_TSTL_PoincareSection_max_1_stdD,"nonlinear,tstool",0.105,0.0009294598100703338,-0.105,5500
4530,NL_TSTL_PoincareSection_max_ac_ac1D,"nonlinear,tstool",0.105,0.0009955080160738109,0.105,5455
4531,SY_TISEAN_nstat_z_4_1_3_minimageig,"nonlinear,tisean,model,stationarity",0.105,0.0008927207740296636,0.105,4859
4532,SP_Summaries_welch_rect_linfitloglog_hf_sigrat,FourierSpectrum,0.105,0.0008481359583952103,-0.105,4515
4533,PH_Walker_momentum_2_sw_maxrat,trend,0.105,0.0008641377255785377,0.105,2711
4534,PH_Walker_prop_09_w_max,trend,0.105,0.0008494197869176172,0.105,2625
4535,CO_StickAngles_y_q99_all,correlation,0.105,0.000905239822351663,0.105,1961
4536,PH_ForcePotential_dblwell_2_005_02_pcrossdown,dynamicalSystem,0.105,0.0008892233996784075,-0.105,1635
4537,AC_21,correlation,0.105,0.0008758988972093627,0.105,113
4538,AC_9,correlation,0.105,0.000905665865359805,0.105,101
4539,ST_MomentCorr_002_02_mean_std_abs_mi,statistics,0.104,0.0010370814929371891,0.104,7654
4540,ST_MomentCorr_002_02_mean_std_abs_absR,statistics,0.104,0.0010367703513231641,0.104,7652
4541,SY_KPSStest_0_10_lagminstat,"stationarity,hypothesistest",0.104,0.000974648232219385,0.104,7546
4542,MF_GARCHfit_ar_P1_Q1_stde_mms,model,0.104,0.0009889746310118776,0.104,7394
4543,MF_arfit_1_8_sbc_A4,"modelfit,arfit",0.104,0.0010162609604238396,-0.104,6594
4544,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_first_logh3,"model,GaussianProcess",0.104,0.001157977937045528,0.104,6328
4545,PP_Compare_spline64_olbt_m5,"preprocessing,raw",0.104,0.000971496825017885,0.104,5926
4546,PP_Compare_spline64_swms5_1,"preprocessing,raw,stationarity",0.104,0.0009754491686218067,0.104,5904
4547,NL_TSTL_PoincareSection_max_ac_maxx,"nonlinear,tstool",0.104,0.0011001270553393167,0.104,5423
4548,NL_TSTL_FractalDimensions_2_10_n1_1_5_10_32_1_5_linfit_a,"nonlinear,tstool,dimension,correlation",0.104,0.0009396854227393816,0.104,5329
4549,SP_Summaries_pgram_hamm_linfitsemilog_all_sigrat,FourierSpectrum,0.104,0.0010320079775137255,0.104,4401
4550,ST_LocalExtrema_n25_stdmax,"distribution,stationarity",0.104,0.001003878189877252,-0.104,3425
4551,FC_LoopLocalSimple_mean_ac2_stdn,forecasting,0.104,0.0009889014931783338,0.104,3118
4552,SY_SpreadRandomLocal_50_100_stdtaul,stationarity,0.104,0.0009497806866386765,0.104,2186
4553,CO_AutoCorrShape_drown_meanabsacf,correlation,0.104,0.0009346373216092772,-0.104,1523
4554,SB_TransitionpAlphabet_40_1_stdeigfexp_rmse,"symbolic,transitionmat",0.104,0.0009580128980271257,-0.104,1473
4555,WL_cwt_sym2_32_medianabsC,"wavelet,cwt",0.103,0.0010895210065604657,-0.103,6445
4556,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_first_logh5,"model,GaussianProcess",0.103,0.0013473771493108446,-0.103,6330
4557,NL_TSTL_FractalDimensions_2_100_02_1_5_10_32_1_5_meanDq,"nonlinear,tstool,dimension,correlation,stochastic",0.103,0.001092651418118881,-0.103,5316
4558,SY_TISEAN_nstat_z_4_1_3_mineig,"nonlinear,tisean,model,stationarity",0.103,0.0011709012305976866,0.103,4862
4559,ST_LocalExtrema_n50_stdmax,"distribution,stationarity",0.103,0.0010959255819731762,-0.103,3447
4560,CO_Embed2_Basic_tau_parabup01_n1,correlation,0.103,0.0011237854292071347,-0.103,1581
4561,CO_AddNoise_1_even_10_ac1,"correlation,AMI,entropy",0.103,0.0010785049271593446,0.103,1186
4562,IN_AutoMutualInfoStats_40_gaussian_ami10,"information,correlation,AMI",0.103,0.0010771928752271248,0.103,278
4563,MF_steps_ahead_arma_3_1_6_ndown,"model,prediction",0.102,0.0012287848002063616,-0.102,6928
4564,PP_Compare_spline64_swms5_2,"preprocessing,raw,stationarity",0.102,0.0012944800602414043,0.102,5905
4565,PP_Compare_spline24_gauss1_kd_rmse,"preprocessing,raw",0.102,0.0011934127067651833,0.102,5852
4566,SD_TSTL_surrogates_1_100_2_trev_iqrsfrommedian,"nonlinear,tstool,correlation,surrogate",0.102,0.0011868636222995927,0.102,5685
4567,SD_TSTL_surrogates_1_100_2_trev_normpatponmax,"nonlinear,tstool,correlation,surrogate",0.102,0.0013084226381866564,-0.102,5684
4568,SD_TSTL_surrogates_1_100_2_tc3_kspminfromext,"nonlinear,tstool,correlation,surrogate",0.102,0.0011923778011730692,-0.102,5646
4569,NL_TSTL_ReturnTime_5_1_40_n1_1_8_statrtys,"nonlinear,tstool",0.102,0.0014758200331413452,-0.102,5602
4570,NL_TSTL_dimensions_50_ac_fnnmar_co_minm2,"nonlinear,tstool,scaling,dimension",0.102,0.0014591853508345483,-0.102,5190
4571,SC_FluctAnal_sign_2_dfa_50_2_logi_alpha,scaling,0.102,0.0012226469498331956,0.102,4282
4572,SC_FluctAnal_2_dfa_50_3_logi_r2_se2,scaling,0.102,0.0013070208323757312,-0.102,4205
4573,FC_Surprise_T1_50_tau_m2quad_500_mean,"information,symbolic",0.102,0.001274125472475792,-0.102,2556
4574,FC_Surprise_T1_100_4_udq_500_uq,"information,symbolic",0.102,0.0012512456129181123,-0.102,2457
4575,IN_AutoMutualInfoStats_40_gaussian_ami13,"information,correlation,AMI",0.102,0.0012044999812665918,0.102,281
4576,CP_ML_StepDetect_l1pwc_10_diffn12,"stepdetection,stationarity",0.101,0.0013228599792234337,-0.101,7601
4577,MF_hmm_08_2_Cov,"hmm,model",0.101,0.0013596954344620527,-0.101,7565
4578,SY_PPtest_0_5_ar_t1_maxpValue,"unitroot,pvalue",0.101,0.0013575436542367443,0.101,7524
4579,MF_armax_3_1_05_1_ac1,model,0.101,0.0013132100762258934,0.101,7244
4580,SD_TSTL_surrogates_1_100_1_trev_ksphereonmax,"nonlinear,tstool,correlation,surrogate",0.101,0.0013297846868433674,-0.101,5675
4581,NL_TSTL_ReturnTime_5_1_40_n1_1_8_phisthistmin,"nonlinear,tstool",0.101,0.0013340541652811658,0.101,5608
4582,NL_TSTL_PoincareSection_max_1_maxx,"nonlinear,tstool",0.101,0.001390669743957738,-0.101,5471
4583,SP_Summaries_fft_linfitloglog_hf_sigrat,FourierSpectrum,0.101,0.0014133053813914114,-0.101,4639
4584,SC_FluctAnal_2_rsrangefit_50_1_logi_se1,scaling,0.101,0.0014106897925341899,0.101,4091
4585,ST_LocalExtrema_n100_stdmax,"distribution,stationarity",0.101,0.0013840309158159,-0.101,3469
4586,EN_SampEn_5_01_diff1_sampen4,"entropy,sampen,controlen",0.101,0.0015560756061250923,-0.101,2797
4587,FC_Surprise_T1_100_5_udq_500_tstat,"information,symbolic",0.101,0.0013357232577274208,-0.101,2467
4588,CO_StickAngles_y_kurtosis_n,correlation,0.101,0.0014554714743530781,0.101,1966
4589,CO_StickAngles_y_pnsumabsdiff,correlation,0.101,0.0013243211168156121,0.101,1912
4590,CO_AutoCorrShape_drown_meanacf,correlation,0.101,0.0014554641639263589,-0.101,1522
4591,CO_AddNoise_1_std1_10_ami_at_5,"correlation,AMI,entropy",0.101,0.0013670787401440865,-0.101,1229
4592,CO_AddNoise_ac_quantiles_10_meanch,"correlation,AMI,entropy",0.101,0.0013391006269337447,-0.101,1166
4593,SY_LocalGlobal_skewness_unicg10,"stationarity,distribution",0.101,0.0013829712041544876,0.101,825
4594,CO_HistogramAMI_even_10_2,"information,correlation,AMI",0.101,0.0014552560879689824,0.101,250
4595,CO_HistogramAMI_std2_10_3,"information,correlation,AMI",0.101,0.0013277113079115022,0.101,236
4596,MF_GARCHfit_ar_P1_Q2_stde_normksstat,model,0.100,0.001612883179147841,0.100,7471
4597,MF_steps_ahead_arma_3_1_6_ac1_1,"model,prediction",0.100,0.001478030246262706,0.100,6908
4598,PP_Compare_medianf10_statav2,"preprocessing,raw,locdep,stationarity",0.100,0.0015390210248948232,-0.100,6053
4599,PP_Compare_sin2_gauss1_kd_resruns,"preprocessing,raw",0.100,0.0015335016217430883,-0.100,5824
4600,NL_TSTL_ReturnTime_5_1_40_n1_1_8_hhisthist,"nonlinear,tstool",0.100,0.001475653718924687,-0.100,5609
4601,NL_TSTL_dimensions_50_ac_fnnmar_scr_co_mopt_pgone,"nonlinear,tstool,scaling,dimension",0.100,0.0018911179993939232,-0.100,5274
4602,NL_TISEAN_fnn_1_10_005_firstunder005,"nonlinear,dimension,tisean",0.100,0.0015632614193802799,-0.100,4835
4603,NL_TISEAN_fnn_1_10_005_firstunder03,"nonlinear,dimension,tisean",0.100,0.0015846444461477772,-0.100,4832
4604,SC_FluctAnal_2_rsrange_50_logi_se1,scaling,0.100,0.0014634165687049804,0.100,4067
4605,ST_LocalExtrema_n25_minmaxonminabsmin,"distribution,stationarity",0.100,0.001563353604572303,0.100,3418
4606,DN_OutlierInclude_n_001_nfla,"distribution,outliers",0.100,0.0015415608475625282,0.100,3349
4607,DN_OutlierInclude_abs_001_nfla,"distribution,outliers",0.100,0.0015083620394439113,0.100,3288
4608,FC_Surprise_T1_50_3_q_500_tstat,"information,symbolic",0.100,0.001577492887093081,0.100,2347
4609,DN_RemovePoints_max_08_saturate_sumabsacfdiff,"correlation,outliers",0.100,0.0016159530989038888,-0.100,1834
4610,PH_ForcePotential_dblwell_2_005_02_pcross,dynamicalSystem,0.100,0.0014833373407359737,-0.100,1633
4611,CO_trev_mi_denom,"correlation,nonlinear",0.100,0.0014751402561361975,0.100,1145
4612,EN_DistributionEntropy_hist_auto_0,entropy,0.100,0.0014925864916666342,-0.100,896
4613,SY_LocalGlobal_std_l50,"stationarity,distribution",0.100,0.0016166299990685064,-0.100,776
4614,CO_CompareMinAMI_quantiles_2_80_range,"correlation,AMI",0.100,0.001534780203304672,0.100,462
4615,IN_AutoMutualInfoStats_40_gaussian_ami12,"information,correlation,AMI",0.100,0.0016006821166787261,0.100,280
4616,MF_hmm_CompareNStates_06_24_chLLtrain,"hmm,model",0.099,0.0017395284604602163,0.099,7578
4617,SY_PPtest_0_5_ar_t1_meanpValue,"unitroot,pvalue",0.099,0.0016377382384559981,0.099,7526
4618,PP_Compare_resample_2_1_gauss1_kd_r2,"preprocessing,raw",0.099,0.0016455314018530816,-0.099,6254
4619,PP_Compare_resample_1_2_swms2_2,"preprocessing,raw,stationarity",0.099,0.0016559764690085024,-0.099,6213
